chrom	start	end	gene	strand	fixed_alu	category	tss	gene_density	recomb_cM_Mb
chr2	218215141	218219141	ARPC2	+	2	Housekeeping	218217141	20.0	0.30611968677789037
chr2	218267651	218271651	PNKD	+	4	Housekeeping	218269651	20.0	0.09226989680854558
chr2	218268178	218272178	AAMP	-	4	Housekeeping	218270178	20.0	0.09309164621953414
chr2	218395136	218399136	CTDSP1	+	1	Housekeeping	218397136	24.0	1.2459371644769135
chr2	219176106	219180106	CNPPD1	-	0	Housekeeping	219178106	39.0	0.9775797634733863
chr2	219277342	219281342	DNAJB2	+	0	Housekeeping	219279342	38.0	0.4954254362280608
chr2	223943357	223947357	WDFY1	-	1	Housekeeping	223945357	6.0	1.3295322222222694
chr2	223955463	223959463	MRPL44	+	0	Housekeeping	223957463	6.0	1.5114918381698317
chr2	227470152	227474152	AGFG1	+	1	Housekeeping	227472152	16.0	0.4405675566246714
chr2	230710842	230714842	CAB39	+	3	Housekeeping	230712842	10.0	2.6655148679861895
chr2	231054845	231058845	PSMD1	+	2	Housekeeping	231056845	10.0	1.0097576920944107
chr2	231481641	231485641	NCL	-	3	Housekeeping	231483641	13.0	1.0667874595361582
chr2	231704895	231708895	PTMA	+	2	Housekeeping	231706895	8.0	2.308492049603217
chr2	237964827	237968827	UBE2F	+	2	Housekeeping	237966827	16.0	1.347418815478818
chr2	237965014	237969014	UBE2F-SCLY	+	2	Housekeeping	237967014	16.0	1.3439267048397596
chr2	238201708	238205708	ILKAP	-	2	Housekeeping	238203708	12.0	1.1277731220440046
chr2	241147576	241151576	PPP1R7	+	1	Housekeeping	241149576	17.0	0.5927528849485952
chr2	241635158	241639158	THAP4	-	2	Housekeeping	241637158	17.0	1.188066508205452
chr20	1391164	1395164	FKBP1A	-	1	Housekeeping	1393164	15.0	1.0020319838274894
chr20	2662219	2666219	IDH3B	-	7	Housekeeping	2664219	22.0	2.653966755493258
chr20	3044052	3048052	MRPS26	+	1	Housekeeping	3046052	21.0	3.056396071666949
chr20	3202685	3206685	DDRGK1	-	6	Housekeeping	3204685	20.0	2.0359838057660085
chr20	3469018	3473018	ATRN	+	2	Housekeeping	3471018	22.0	0.7105673635677157
chr20	3784740	3788740	CENPB	-	1	Housekeeping	3786740	15.0	2.811237339537005
chr20	5111087	5115087	TMEM230	-	4	Housekeeping	5113087	8.0	2.4755354047666245
chr20	5124879	5128879	CDS2	+	4	Housekeeping	5126879	8.0	2.3119530710764558
chr20	8017805	8021805	TMX4	-	0	Housekeeping	8019805	2.0	3.067527943862096
chr20	18135863	18139863	PET117	+	2	Housekeeping	18137863	14.0	0.661642786830754
chr20	18565347	18569347	SMIM26	+	5	Housekeeping	18567347	10.0	0.09670932806315591
chr20	18585942	18589942	DTD1	+	3	Housekeeping	18587942	10.0	0.1073662974869194
chr20	25388835	25392835	ABHD12	-	6	Housekeeping	25390835	10.0	0.08349210893094039
chr20	32205855	32209855	POFUT1	+	1	Housekeeping	32207855	17.0	0.11069147698371751
chr20	32741467	32745467	COMMD7	-	6	Housekeeping	32743467	16.0	0.37324438117821046
chr20	32817954	32821954	MAPRE1	+	6	Housekeeping	32819954	16.0	0.2505483098038752
chr20	33809348	33813348	CHMP4B	+	3	Housekeeping	33811348	12.0	0.7738666011349693
chr20	33991646	33995646	RALY	+	1	Housekeeping	33993646	12.0	0.09878063711965979
chr20	34110243	34114243	EIF2S2	-	5	Housekeeping	34112243	14.0	0.10462676073096588
chr20	34361235	34365235	ITCH	+	7	Housekeeping	34363235	10.0	0.43658134562669204
chr20	34514395	34518395	DYNLRB1	+	2	Housekeeping	34516395	13.0	0.06219205937661343
chr20	35090807	35094807	TRPC4AP	-	4	Housekeeping	35092807	19.0	0.19616405334382137
chr20	35276131	35280131	MMP24OS	-	1	Housekeeping	35278131	25.0	0.7407483053204089
chr20	35540038	35544038	ERGIC3	+	3	Housekeeping	35542038	22.0	0.14929600962034328
chr20	35697272	35701272	ROMO1	+	1	Housekeeping	35699272	20.0	0.09761841399850368
chr20	35957472	35961472	SCAND1	-	4	Housekeeping	35959472	14.0	0.20311705551684156
chr20	36234131	36238131	AAR2	+	2	Housekeeping	36236131	11.0	0.6232788967427894
chr20	36304336	36308336	DLGAP4	+	0	Housekeeping	36306336	11.0	1.4853180726255033
chr20	37176410	37180410	RPN2	+	5	Housekeeping	37178410	12.0	0.06584724968966782
chr20	37525931	37529931	BLCAP	-	0	Housekeeping	37527931	9.0	0.8517456768655052
chr20	37692030	37696030	CTNNBL1	+	3	Housekeeping	37694030	9.0	0.5653844952182396
chr20	41026822	41030822	TOP1	+	2	Housekeeping	41028822	5.0	0.9486503455905648
chr20	41134960	41138960	PLCG1	+	0	Housekeeping	41136960	6.0	0.06707637055875182
chr20	43455893	43459893	SRSF6	+	1	Housekeeping	43457893	9.0	0.8214562147997384
chr20	44208771	44212771	OSER1	-	1	Housekeeping	44210771	11.0	1.2857223168703058
chr20	44520085	44524085	SERINC3	-	1	Housekeeping	44522085	16.0	0.41579201190742765
chr20	44883702	44887702	YWHAB	+	2	Housekeeping	44885702	22.0	0.34254028081861065
chr20	45359937	45363937	SYS1	+	5	Housekeeping	45361937	37.0	2.4344981399019616
chr20	45361200	45365200	SYS1-DBNDD2	+	3	Housekeeping	45363200	37.0	2.4272738862373444
chr20	45789954	45793954	DNTTIP1	+	5	Housekeeping	45791954	37.0	0.17392328594482365
chr20	45932683	45936683	PCIF1	+	5	Housekeeping	45934683	32.0	0.7028620145553077
chr20	46087962	46091962	NCOA5	-	0	Housekeeping	46089962	29.0	0.6826770916912039
chr20	49186367	49190367	STAU1	-	3	Housekeeping	49188367	7.0	0.13328855771476356
chr20	49217347	49221347	DDX27	+	7	Housekeeping	49219347	8.0	0.1261550704546721
chr20	49711878	49715878	B4GALT5	-	0	Housekeeping	49713878	12.0	0.5896384867408244
chr20	49934336	49938336	RNF114	+	4	Housekeeping	49936336	10.0	0.273425372460423
chr20	50113959	50117959	UBE2V1	-	3	Housekeeping	50115959	9.0	0.5057012706667763
chr20	50151637	50155637	PEDS1-UBE2V1	-	3	Housekeeping	50153637	9.0	0.5254108512204425
chr20	50508321	50512321	PTPN1	+	2	Housekeeping	50510321	10.0	0.4629913331405078
chr20	56466585	56470585	RTF2	+	2	Housekeeping	56468585	10.0	0.9469447811365228
chr20	58649434	58653434	STX16-NPEPL1	+	0	Housekeeping	58651434	13.0	5.444751593112187
chr20	58687131	58691131	NPEPL1	+	2	Housekeeping	58689131	13.0	0.4035444604679128
chr20	59006238	59010238	CTSZ	-	1	Housekeeping	59008238	11.0	1.3521968729379807
chr20	59040809	59044809	PRELID3B	-	1	Housekeeping	59042809	10.0	0.4227468466771711
chr20	62120461	62124461	LSM14B	+	2	Housekeeping	62122461	12.0	1.4695803563719778
chr20	62141440	62145440	PSMA7	-	0	Housekeeping	62143440	13.0	1.152914976419055
chr20	62300093	62304093	ADRM1	+	2	Housekeeping	62302093	15.0	0.7299516987987431
chr20	62385103	62389103	RPS21	+	3	Housekeeping	62387103	18.0	1.738352877507623
chr20	62794473	62798473	MRGBP	+	2	Housekeeping	62796473	20.0	5.37852244095788
chr20	62802835	62806835	OGFR	+	1	Housekeeping	62804835	19.0	4.86941859392914
chr20	62936147	62940147	GID8	+	4	Housekeeping	62938147	16.0	0.8451306611129894
chr20	63214139	63218139	YTHDF1	-	0	Housekeeping	63216139	28.0	0.7677627179782576
chr20	63518754	63522754	PPDPF	+	0	Housekeeping	63520754	31.0	4.55465518357741
chr20	63979132	63983132	PRPF6	+	1	Housekeeping	63981132	33.0	2.1796494985791526
chr20	64253695	64257695	PCMTD2	+	0	Housekeeping	64255695	16.0	1.1278148024518941
chr21	25733673	25737673	ATP5PF	-	0	Housekeeping	25735673	4.0	0.2820301583861706
chr21	34071224	34075224	MRPS6	+	1	Housekeeping	34073224	12.0	1.4210064681429913
chr21	37265919	37269919	VPS26C	-	2	Housekeeping	37267919	5.0	0.4767415995757318
chr21	42877644	42881644	NDUFV3	+	3	Housekeeping	42879644	11.0	0.12814477300928218
chr21	43105570	43109570	U2AF1	-	0	Housekeeping	43107570	9.0	2.804713402427126
chr21	43863223	43867223	AGPAT3	+	2	Housekeeping	43865223	17.0	0.5613708577175203
chr21	44105373	44109373	PWP2	+	1	Housekeeping	44107373	23.0	0.1173831882324805
chr21	44298051	44302051	PFKL	+	3	Housekeeping	44300051	28.0	2.3427923506385184
chr21	44799826	44803826	UBE2G2	-	0	Housekeeping	44801826	26.0	2.5613892314346742
chr21	44816779	44820779	SUMO3	-	2	Housekeeping	44818779	26.0	0.58500645586129
chr21	44871903	44875903	PTTG1IP	-	0	Housekeeping	44873903	24.0	3.224802131687028
chr22	19445711	19449711	C22orf39	-	4	Housekeeping	19447711	20.0	0.10963115974679027
chr22	20113938	20117938	RANBP1	+	0	Housekeeping	20115938	21.0	0.5199844012423682
chr22	20318080	20322080	DGCR6L	-	0	Housekeeping	20320080	18.0	18.859589351783033
chr22	23892383	23896383	MIF	+	1	Housekeeping	23894383	22.0	2.2493130852051024
chr22	24553958	24557958	SNRPD3	+	1	Housekeeping	24555958	14.0	1.619456288944967
chr22	29765369	29769369	UQCR10	+	5	Housekeeping	29767369	17.0	0.27572544782323405
chr22	32410248	32414248	RTCB	-	2	Housekeeping	32412248	9.0	3.5613052656806587
chr22	36527184	36531184	EIF3D	-	6	Housekeeping	36529184	15.0	3.5767150727899377
chr22	37950607	37954607	POLR2F	+	6	Housekeeping	37952607	28.0	0.10217995843106564
chr22	38271010	38275010	TMEM184B	-	2	Housekeeping	38273010	25.0	2.849529859646154
chr22	38505660	38509660	DDX17	-	3	Housekeeping	38507660	22.0	1.7780187712399709
chr22	38679957	38683957	TOMM22	+	3	Housekeeping	38681957	26.0	0.051039337117018135
chr22	38699556	38703556	JOSD1	-	4	Housekeeping	38701556	25.0	0.057185863637769785
chr22	39397778	39401778	TAB1	+	8	Housekeeping	39399778	19.0	1.7264508870687933
chr22	39497432	39501432	MIEF1	+	6	Housekeeping	39499432	20.0	1.3164766220204172
chr22	39517695	39521695	ATF4	+	1	Housekeeping	39519695	18.0	1.1141248748145216
chr22	39530761	39534761	RPS19BP1	-	1	Housekeeping	39532761	17.0	1.0624461010286979
chr22	40854639	40858639	ST13	-	3	Housekeeping	40856639	12.0	0.19675314775383868
chr22	40949347	40953347	RBX1	+	4	Housekeeping	40951347	14.0	0.07921290326216024
chr22	41284187	41288187	RANGAP1	-	7	Housekeeping	41286187	20.0	0.13251031219112974
chr22	41444801	41448801	TOB2	-	0	Housekeeping	41446801	20.0	0.08555940975561782
chr22	41466692	41470692	PHF5A	-	4	Housekeeping	41468692	21.0	0.08486410710617065
chr22	41587871	41591871	PMM1	-	8	Housekeeping	41589871	26.0	0.15659408227513438
chr22	41619043	41623043	DESI1	-	2	Housekeeping	41621043	26.0	0.08015811262644945
chr22	41831105	41835105	SREBF2	+	2	Housekeeping	41833105	24.0	0.18242345198672183
chr22	42077691	42081691	SMDT1	+	2	Housekeeping	42079691	22.0	0.050152453468967906
chr22	42856106	42860106	ARFGAP3	-	5	Housekeeping	42858106	15.0	0.13911393012335793
chr22	43013149	43017149	PACSIN2	-	3	Housekeeping	43015149	15.0	0.5618856218682566
chr22	43953442	43957442	SAMM50	+	1	Housekeeping	43955442	7.0	3.3333047771834856
chr22	46736252	46740252	CERK	-	2	Housekeeping	46738252	8.0	2.509861751031295
chr22	50341304	50345304	PPP6R2	+	2	Housekeeping	50343304	35.0	0.7836551829706195
chr22	50505702	50509702	LMF2	-	0	Housekeeping	50507702	31.0	2.8829503207363416
chr3	5120249	5124249	ARL8B	+	5	Housekeeping	5122249	2.0	3.1711855030710367
chr3	9791011	9795011	TADA3	-	3	Housekeeping	9793011	30.0	0.5450497944629618
chr3	9888574	9892574	JAGN1	+	4	Housekeeping	9890574	29.0	2.563983933774736
chr3	10009202	10013202	EMC3	-	1	Housekeeping	10011202	28.0	0.06006110989297042
chr3	10113675	10117675	BRK1	+	7	Housekeeping	10115675	27.0	0.8282078182772779
chr3	10246023	10250023	TATDN2	+	5	Housekeeping	10248023	25.0	0.9287840882820575
chr3	10319112	10323112	SEC13	-	2	Housekeeping	10321112	20.0	1.4852975538543234
chr3	12555057	12559057	MKRN2	+	3	Housekeeping	12557057	9.0	0.1915988252789802
chr3	12839582	12843582	RPL32	-	4	Housekeeping	12841582	8.0	2.1347822277057205
chr3	14176817	14180817	LSM3	+	2	Housekeeping	14178817	9.0	0.8326694426000003
chr3	15063339	15067339	MRPS25	-	4	Housekeeping	15065339	11.0	0.11444814440444873
chr3	19945097	19949097	RAB5A	+	0	Housekeeping	19947097	4.0	0.5438043918918822
chr3	23914591	23918591	RPL15	+	0	Housekeeping	23916591	3.0	0.13888910907638774
chr3	32568858	32572858	DYNC1LI1	-	1	Housekeeping	32570858	8.0	1.2746677940227613
chr3	33439371	33443371	UBP1	-	5	Housekeeping	33441371	8.0	0.16095665128609937
chr3	36991131	36995131	EPM2AIP1	-	2	Housekeeping	36993131	6.0	0.07843749006759992
chr3	37241191	37245191	GOLGA4	+	1	Housekeeping	37243191	6.0	0.11459142278219758
chr3	38163089	38167089	OXSR1	+	2	Housekeeping	38165089	12.0	0.29163543278549753
chr3	39381370	39385370	SLC25A38	+	3	Housekeeping	39383370	11.0	0.6204608077459284
chr3	39404716	39408716	RPSA	+	3	Housekeeping	39406716	11.0	0.6179731282337997
chr3	40307707	40311707	EIF1B	+	0	Housekeeping	40309707	6.0	0.15940240114233006
chr3	40455292	40459292	RPL14	+	5	Housekeeping	40457292	6.0	0.22045172457474393
chr3	42579840	42583840	SS18L2	+	0	Housekeeping	42581840	18.0	0.2946439277796742
chr3	42599080	42603080	SEC22C	-	3	Housekeeping	42601080	18.0	0.05465583493617032
chr3	42802490	42806490	HIGD1A	-	0	Housekeeping	42804490	19.0	0.3610275568817656
chr3	44859904	44863904	TMEM42	+	2	Housekeeping	44861904	16.0	0.455596677803527
chr3	46980010	46984010	CCDC12	-	2	Housekeeping	46982010	18.0	0.08401955411130757
chr3	47780106	47784106	SMARCC1	-	3	Housekeeping	47782106	11.0	0.004845699396867076
chr3	48087272	48091272	MAP4	-	5	Housekeeping	48089272	16.0	0.06909862910461584
chr3	48438257	48442257	TMA7	+	4	Housekeeping	48440257	24.0	0.211740741476234
chr3	48502826	48506826	SHISA5	-	2	Housekeeping	48504826	25.0	0.25599535032270637
chr3	48738353	48742353	IP6K2	-	4	Housekeeping	48740353	35.0	0.13637320615032422
chr3	48845874	48849874	PRKAR2A	-	5	Housekeeping	48847874	34.0	0.008754853955394992
chr3	48916821	48920821	ARIH2	+	9	Housekeeping	48918821	37.0	0.018234776907064543
chr3	49005062	49009062	WDR6	+	1	Housekeeping	49007062	35.0	0.020006675313197775
chr3	49338712	49342712	USP4	-	5	Housekeeping	49340712	36.0	0.054341677535774124
chr3	49410212	49414212	TCTA	+	1	Housekeeping	49412212	37.0	0.018276084844899287
chr3	49672014	49676014	APEH	+	2	Housekeeping	49674014	28.0	0.1306879904107916
chr3	50086919	50090919	RBM5	+	6	Housekeeping	50088919	35.0	0.10399403129696339
chr3	50224292	50228292	GNAI2	+	5	Housekeeping	50226292	33.0	0.0928762283156459
chr3	50326251	50330251	TUSC2	-	4	Housekeeping	50328251	29.0	0.02940198223612356
chr3	50338980	50342980	RASSF1	-	1	Housekeeping	50340980	29.0	0.1369041153529338
chr3	50357521	50361521	TMEM115	-	2	Housekeeping	50359521	28.0	0.15150108555189945
chr3	51939904	51943904	RRP9	-	2	Housekeeping	51941904	30.0	0.5488433964606543
chr3	51993895	51997895	RPL29	-	3	Housekeeping	51995895	34.0	0.3269259090166088
chr3	52244788	52248788	TWF2	-	1	Housekeeping	52246788	36.0	0.14910620911919636
chr3	52286020	52290020	WDR82	-	5	Housekeeping	52288020	37.0	0.05989424337073501
chr3	52683917	52687917	PBRM1	-	2	Housekeeping	52685917	31.0	0.013456411706016524
chr3	53889885	53893885	SELENOK	-	0	Housekeeping	53891885	4.0	0.8247600447363368
chr3	57225726	57229726	APPL1	+	3	Housekeeping	57227726	9.0	0.3166661921078173
chr3	57596220	57600220	ARF4	-	3	Housekeeping	57598220	9.0	0.02414113049127309
chr3	57691077	57695077	DENND6A	-	4	Housekeeping	57693077	8.0	0.06749872625846365
chr3	63861868	63865868	THOC7	-	2	Housekeeping	63863868	4.0	0.08560747849614359
chr3	69082937	69086937	ARL6IP5	+	1	Housekeeping	69084937	6.0	0.43648835869561253
chr3	88147885	88151885	CGGBP1	-	1	Housekeeping	88149885	5.0	0.033474913141446905
chr3	100399089	100403089	TOMM70	-	1	Housekeeping	100401089	7.0	0.10280827987401153
chr3	100707295	100711295	TFG	+	1	Housekeeping	100709295	7.0	0.19031112807113004
chr3	101684733	101688733	RPL24	-	6	Housekeeping	101686733	10.0	0.05483909661961661
chr3	112560046	112564046	ATG3	-	1	Housekeeping	112562046	11.0	0.18859308384307383
chr3	119675454	119679454	COX17	-	1	Housekeeping	119677454	13.0	1.015468087759075
chr3	120594328	120598328	NDUFB4	+	2	Housekeeping	120596328	7.0	3.8898432771665625
chr3	121747966	121751966	GOLGB1	-	0	Housekeeping	121749966	10.0	0.11478618522090756
chr3	122382161	122386161	FAM162A	+	1	Housekeeping	122384161	14.0	0.41299629981693897
chr3	122512945	122516945	KPNA1	-	3	Housekeeping	122514945	13.0	0.10973410099381908
chr3	126099561	126103561	SLC41A3	-	1	Housekeeping	126101561	8.0	0.7559075104890667
chr3	128151914	128155914	RUVBL1	-	2	Housekeeping	128153914	7.0	0.061224505257087
chr3	128679075	128683075	RPN1	-	7	Housekeeping	128681075	10.0	0.6271224354765081
chr3	128691669	128695669	RAB7A	+	10	Housekeeping	128693669	11.0	0.6205231229853325
chr3	128877596	128881596	ACAD9	+	1	Housekeeping	128879596	14.0	0.17260737248960822
chr3	129247606	129251606	COPG1	+	5	Housekeeping	129249606	16.0	0.27799752849006154
chr3	129276828	129280828	HMCES	+	2	Housekeeping	129278828	16.0	0.3213005482464837
chr3	131500983	131504983	MRPL3	-	1	Housekeeping	131502983	3.0	0.648056795759544
chr3	132415502	132419502	DNAJC13	+	0	Housekeeping	132417502	7.0	1.455537262986013
chr3	133571686	133575686	CDV3	+	2	Housekeeping	133573686	6.0	2.9226173962698
chr3	133782023	133786023	SRPRB	+	1	Housekeeping	133784023	7.0	0.61593899808571
chr3	134484716	134488716	ANAPC13	-	1	Housekeeping	134486716	6.0	0.22739338341494886
chr3	141322213	141326213	ZBTB38	+	1	Housekeeping	141324213	7.0	4.1317360864834995
chr3	141736249	141740249	RNF7	+	1	Housekeeping	141738249	7.0	3.279957358529373
chr3	150600875	150604875	SELENOT	+	2	Housekeeping	150602875	9.0	0.25427350089046286
chr3	150601228	150605228	SERP1	-	2	Housekeeping	150603228	9.0	0.26212038151527395
chr3	150761477	150765477	SIAH2	-	0	Housekeeping	150763477	10.0	1.229653033716147
chr3	156553149	156557149	SSR3	-	2	Housekeeping	156555149	2.0	1.0936808679338128
chr3	160563571	160567571	KPNA4	-	0	Housekeeping	160565571	7.0	0.13575394167474997
chr3	161102696	161106696	NMD3	+	2	Housekeeping	161104696	5.0	0.21734957489144335
chr3	169964635	169968635	SEC62	+	1	Housekeeping	169966635	13.0	0.8611613832920284
chr3	179602649	179606649	MRPL47	-	5	Housekeeping	179604649	10.0	1.788440258172841
chr3	184297198	184301198	PSMD2	+	4	Housekeeping	184299198	25.0	0.5035470183153734
chr3	184710064	184714064	MAGEF1	-	1	Housekeeping	184712064	16.0	3.042860402843246
chr3	185497057	185501057	TMEM41A	-	2	Housekeeping	185499057	7.0	0.806471012238319
chr3	185580496	185584496	SENP2	+	7	Housekeeping	185582496	7.0	0.6480295912498946
chr3	186565403	186569403	DNAJB11	+	4	Housekeeping	186567403	13.0	0.3585745138602192
chr3	191327085	191331085	CCDC50	+	1	Housekeeping	191329085	4.0	0.7396888364849019
chr3	194670463	194674463	LSG1	-	3	Housekeeping	194672463	6.0	1.168102102737123
chr3	196501768	196505768	RNF168	-	7	Housekeeping	196503768	20.0	0.6887161368777583
chr3	196865856	196869856	SENP5	+	6	Housekeeping	196867856	14.0	1.4974522487875674
chr3	196940594	196944594	NCBP2	-	4	Housekeeping	196942594	13.0	1.2072254466065147
chr3	197948190	197952190	RPL35A	+	5	Housekeeping	197950190	6.0	0.3180028091654208
chr4	672330	676330	ATP5ME	-	3	Housekeeping	674330	17.0	2.0013800352684052
chr4	703748	707748	PCGF3	+	0	Housekeeping	705748	17.0	2.108190918199455
chr4	1287887	1291887	MAEA	+	1	Housekeeping	1289887	16.0	0.19601776692349082
chr4	2841844	2845844	ADD1	+	3	Housekeeping	2843844	13.0	0.9766526211268189
chr4	2961406	2965406	NOP14	-	0	Housekeeping	2963406	12.0	0.34099421508046124
chr4	3530446	3534446	LRPAP1	-	1	Housekeeping	3532446	6.0	2.4686439411878336
chr4	6638091	6642091	MRFAP1	+	3	Housekeeping	6640091	14.0	3.106241446993714
chr4	6707865	6711865	MRFAP1L1	-	0	Housekeeping	6709865	13.0	4.342604300136497
chr4	6714174	6718174	BLOC1S4	+	3	Housekeeping	6716174	13.0	4.419726063549874
chr4	7039899	7043899	TADA2B	+	2	Housekeeping	7041899	13.0	0.7359453453877407
chr4	7066085	7070085	GRPEL1	-	2	Housekeeping	7068085	12.0	1.1108733822846162
chr4	15679679	15683679	FBXL5	-	1	Housekeeping	15681679	8.0	0.3783830653443232
chr4	16225410	16229410	TAPT1	-	1	Housekeeping	16227410	4.0	0.6132968427692731
chr4	17612641	17616641	MED28	+	5	Housekeeping	17614641	7.0	0.25645548856196854
chr4	24582554	24586554	DHX15	-	2	Housekeeping	24584554	3.0	0.34854418693008427
chr4	39456931	39460931	RPL9	-	3	Housekeeping	39458931	9.0	1.1238073024533435
chr4	39696109	39700109	UBE2K	+	3	Housekeeping	39698109	9.0	0.17423592424101741
chr4	39975956	39979956	PDS5A	-	3	Housekeeping	39977956	6.0	0.23556733169471045
chr4	41988502	41992502	SLC30A9	+	2	Housekeeping	41990502	5.0	0.24140737485822683
chr4	68348090	68352090	YTHDC1	-	3	Housekeeping	68350090	8.0	0.0
chr4	70686532	70690532	UTP3	+	2	Housekeeping	70688532	17.0	2.3900576017960873
chr4	77074309	77078309	CCNI	-	1	Housekeeping	77076309	4.0	0.5601682549651343
chr4	82428462	82432462	HNRNPDL	-	2	Housekeeping	82430462	7.0	1.4638489850374015
chr4	83032447	83036447	COPS4	+	5	Housekeeping	83034447	11.0	1.1506588597903544
chr4	83453932	83457932	MRPS18C	+	2	Housekeeping	83455932	8.0	0.20612962726133333
chr4	87420573	87424573	NUDT9	+	3	Housekeeping	87422573	11.0	0.938146212325961
chr4	88521776	88525776	PYURF	-	1	Housekeeping	88523776	8.0	1.99578507784409
chr4	102866896	102870896	UBE2D3	-	2	Housekeeping	102868896	8.0	0.03245648263714429
chr4	103097870	103101870	BDH2	-	0	Housekeeping	103099870	6.0	0.45641450446709086
chr4	105893986	105897986	INTS12	-	0	Housekeeping	105895986	7.0	0.459942455228628
chr4	108618569	108622569	RPL34	+	1	Housekeeping	108620569	3.0	0.19862360470810358
chr4	108648585	108652585	OSTC	+	0	Housekeeping	108650585	3.0	0.1883565636177309
chr4	109431772	109435772	SEC24B	+	0	Housekeeping	109433772	10.0	0.24929296939333767
chr4	119302445	119306445	C4orf3	-	4	Housekeeping	119304445	6.0	0.18564437672466738
chr4	128286829	128290829	PGRMC2	-	0	Housekeeping	128288829	4.0	0.2350454932573598
chr4	141218887	141222887	ZNF330	+	0	Housekeeping	141220887	3.0	0.9909447857779696
chr4	143511702	143515702	SMARCA5	+	2	Housekeeping	143513702	4.0	1.3749551153273387
chr4	145178589	145182589	OTUD4	-	1	Housekeeping	145180589	6.0	0.05899178922561532
chr4	147615386	147619386	TMEM184C	+	3	Housekeeping	147617386	3.0	1.7803121523542131
chr4	151097624	151101624	RPS3A	+	5	Housekeeping	151099624	4.0	0.2457666114887047
chr4	158721396	158725396	PPID	-	2	Housekeeping	158723396	6.0	0.6544300362980948
chr4	169008275	169012275	CBR4	-	2	Housekeeping	169010275	2.0	2.649587988638018
chr4	169755944	169759944	HPF1	-	1	Housekeeping	169757944	5.0	1.9109887302806783
chr4	173332432	173336432	HMGB2	-	0	Housekeeping	173334432	4.0	0.8928719901513205
chr4	176317966	176321966	SPCS3	+	0	Housekeeping	176319966	5.0	1.715168262297766
chr4	182915936	182919936	DCTD	-	0	Housekeeping	182917936	3.0	3.838483114277551
chr4	184472558	184476558	IRF2	-	3	Housekeeping	184474558	5.0	3.6237048315493325
chr5	269621	273621	PDCD6	+	2	Housekeeping	271621	11.0	0.21886929053304222
chr5	269670	273670	PDCD6-AHRR	+	2	Housekeeping	271670	11.0	0.2189448535310562
chr5	1343099	1347099	CLPTM1L	-	1	Housekeeping	1345099	12.0	2.202845034562211
chr5	1799366	1803366	MRPL36	-	0	Housekeeping	1801366	5.0	2.0897073237355546
chr5	6376571	6380571	MED10	-	1	Housekeeping	6378571	4.0	1.5259474473472778
chr5	6711432	6715432	TENT4A	+	0	Housekeeping	6713432	4.0	0.8765504217952014
chr5	10759234	10763234	DAP	-	1	Housekeeping	10761234	4.0	0.7760977272052472
chr5	16463800	16467800	ZNF622	-	1	Housekeeping	16465800	3.0	0.81484527434597
chr5	32172319	32176319	GOLPH3	-	5	Housekeeping	32174319	3.0	0.4521767560230927
chr5	32529633	32533633	SUB1	+	7	Housekeeping	32531633	4.0	0.7320422850241926
chr5	40796374	40800374	PRKAA1	-	0	Housekeeping	40798374	7.0	0.24897253829692545
chr5	40833222	40837222	RPL37	-	3	Housekeeping	40835222	7.0	0.26403663899856156
chr5	43555758	43559758	PAIP1	-	1	Housekeeping	43557758	7.0	0.042104684731612
chr5	44806947	44810947	MRPS30	+	0	Housekeeping	44808947	1.0	0.04846360315490017
chr5	55305694	55309694	DHX29	-	0	Housekeeping	55307694	11.0	0.08005686703654646
chr5	55305989	55309989	MTREX	+	0	Housekeeping	55307989	11.0	0.0796564720907611
chr5	57171948	57175948	GPBP1	+	1	Housekeeping	57173948	4.0	0.11519730756774038
chr5	62401943	62405943	DIMT1	-	3	Housekeeping	62403943	4.0	0.14273127067440328
chr5	69091991	69095991	SLC30A5	+	5	Housekeeping	69093991	11.0	1.026096742724718
chr5	69368013	69372013	TAF9	-	1	Housekeeping	69370013	12.0	0.08491420181613307
chr5	73496408	73500408	BTF3	+	2	Housekeeping	73498408	6.0	1.4555517550388686
chr5	74764991	74768991	NSA2	+	3	Housekeeping	74766991	6.0	0.061399711808718394
chr5	77866780	77870780	TBCA	-	1	Housekeeping	77868780	4.0	3.5736432483824387
chr5	83075863	83079863	TMEM167A	-	1	Housekeeping	83077863	2.0	0.23434146038837866
chr5	86615928	86619928	COX7C	+	2	Housekeeping	86617928	0.0	0.3728477166944799
chr5	100533338	100537338	FAM174A	+	0	Housekeeping	100535338	2.0	0.05952031918980083
chr5	112859188	112863188	SRP19	+	2	Housekeeping	112861188	5.0	0.2132280179097279
chr5	112920289	112924289	REEP5	-	1	Housekeeping	112922289	4.0	0.8081043064220239
chr5	115624161	115628161	TMED7-TICAM2	-	1	Housekeeping	115626161	12.0	0.321226249872808
chr5	115630992	115634992	TMED7	-	2	Housekeeping	115632992	12.0	0.31258817091028845
chr5	133050013	133054013	HSPA4	+	2	Housekeeping	133052013	14.0	0.08917589629817257
chr5	133966674	133970674	C5orf15	-	2	Housekeeping	133968674	10.0	1.196786091070976
chr5	134002975	134006975	VDAC1	-	3	Housekeeping	134004975	10.0	0.8451982285572512
chr5	134174964	134178964	SKP1	-	1	Housekeeping	134176964	12.0	0.1969556458561783
chr5	134369184	134373184	UBE2B	+	1	Housekeeping	134371184	15.0	0.05047287091400676
