ndd_gene	control_gene	ndd_chrom	ndd_start	ndd_end	control_chrom	control_start	control_end	ndd_loeuf	control_loeuf	ndd_brain_log	control_brain_log	ndd_gc	control_gc
SLCO1B3	SAMD7	chr12	20808702	20812702	chr3	169909572	169913572	1.151	1.183	0.0	0.004009356588737106	0.3725	0.37475
SOX5	FNDC3B	chr12	24560544	24564544	chr3	172037578	172041578	0.204	0.164	0.6297092200850184	0.5344906288276656	0.54	0.537
CCDC91	CLCA4	chr12	28131249	28135249	chr1	86545078	86549078	1.084	1.078	1.0915614481449725	1.140432616318118	0.35575	0.37225
PRICKLE1	HHIP	chr12	42588355	42592355	chr4	144644156	144648156	0.279	0.293	0.837259436577336	0.878715920805639	0.52975	0.52575
ARID2	ATXN7	chr12	45727706	45731706	chr3	63861155	63865155	0.224	0.257	1.0651762272327983	1.1330148842992815	0.55725	0.55925
VDR	GPR139	chr12	47941048	47945048	chr16	20071890	20075890	0.714	0.728	0.1138394432742438	0.10396749090587319	0.57075	0.57525
ARF3	DYNC1LI2	chr12	48955487	48959487	chr16	66749609	66753609	0.485	0.474	2.429539116650946	2.4047755788217122	0.52525	0.5215
WNT1	MYO7A	chr12	48976322	48980322	chr11	77126246	77130246	0.957	0.995	0.7355054844052145	0.7275558959216744	0.5885	0.582
SCN8A	SP1	chr12	51588266	51592266	chr12	53378176	53382176	0.189	0.169	1.465736687016836	1.4833476200964184	0.52475	0.5205
SMARCC2	CTDNEP1	chr12	56187567	56191567	chr17	7250491	7254491	0.167	0.239	2.140803338291398	2.113525560565234	0.55575	0.554
LRP1	RNPS1	chr12	57126483	57130483	chr16	2266397	2270397	0.118	0.107	2.1040703711236426	2.187732176402713	0.5865	0.59925
MBD6	AKAP1	chr12	57518710	57522710	chr17	57083092	57087092	0.5	0.526	1.692333919884369	1.7018234788079665	0.55875	0.558
AGAP2	VDAC3	chr12	57740157	57744157	chr8	42389624	42393624	0.414	0.422	2.4173720348523213	2.370085431192235	0.48775	0.48825
USP15	ARID5B	chr12	62258338	62262338	chr10	61899684	61903684	0.196	0.211	0.9991601314864834	0.9874423579005924	0.4495	0.4595
AVPR1A	FNDC8	chr12	63149201	63153201	chr17	35119615	35123615	1.264	1.266	0.09650888715416608	0.09104232018356272	0.51525	0.51775
LEMD3	RFK	chr12	65167583	65171583	chr9	76392517	76396517	0.584	0.557	1.4629457619011492	1.4722370326306287	0.49875	0.49675
GRIP1	PIK3R5	chr12	67067162	67071162	chr17	8963712	8967712	0.415	0.442	0.5269592553422459	0.515386312944041	0.56475	0.56875
PTPRB	SLC40A1	chr12	70635440	70639440	chr2	189581758	189585758	0.466	0.445	0.9740536689909589	1.0486165738510989	0.3765	0.3835
KRR1	FBXO8	chr12	75509636	75513636	chr4	174281667	174285667	0.736	0.695	1.2064480643665232	1.192352761799885	0.38525	0.39075
NAV3	FNIP1	chr12	77322641	77326641	chr5	131795017	131799017	0.426	0.394	1.149656267149481	1.144561754542707	0.48975	0.494
CEP290	HYLS1	chr12	88140099	88144099	chr11	125881614	125885614	1.094	1.132	1.0369046327057494	1.0179448181455486	0.42275	0.41675
ANKS1B	ELOC	chr12	99982936	99986936	chr8	73970307	73974307	0.298	0.304	1.412705766366364	1.429230490398132	0.484	0.48075
PAH	PCBD2	chr12	102956410	102960410	chr5	134903120	134907120	1.265	1.303	0.5409685561597775	0.4928246207595517	0.55325	0.5495
NUAK1	ADCY6	chr12	106136954	106140954	chr12	48787089	48791089	0.637	0.639	1.6664964524931167	1.6915464954293542	0.5965	0.59875
CUX2	CRIM1	chr12	111032165	111036165	chr2	36353778	36357778	0.383	0.376	1.2360482790659277	1.2706043127354327	0.598	0.59825
HECTD4	CCAR2	chr12	112380439	112384439	chr8	22602757	22606757	0.292	0.288	1.9174540423443611	1.8775872874414243	0.547	0.5465
PTPN11	TCP1	chr12	112416351	112420351	chr6	159787703	159791703	0.156	0.22	2.040139320570913	2.0428785859500143	0.54075	0.536
MED13L	PTCH1	chr12	116275693	116279693	chr9	95515057	95519057	0.041	0.146	1.5322892693633103	1.5580698561573614	0.56525	0.558
BICDL1	CYTH1	chr12	119987236	119991236	chr17	78780297	78784297	0.444	0.414	1.7920420117518423	1.8152635348527275	0.57675	0.58225
KDM2B	KPNA4	chr12	121580279	121584279	chr3	160563571	160567571	0.266	0.297	1.3982647395103027	1.3803975864431421	0.501	0.501
SETD1B	TLE4	chr12	121802009	121806009	chr9	79569773	79573773	0.109	0.166	1.4989677022895254	1.411996604247897	0.59025	0.59175
DENR	UBR7	chr12	122750824	122754824	chr14	93205241	93209241	0.57	0.609	1.5918089508636848	1.553149687543859	0.49675	0.4955
ATP6V0A2	DEF6	chr12	123710353	123714353	chr6	35295818	35299818	0.603	0.61	1.0286176074947475	1.0611696432049054	0.54775	0.5435
DNAH10	SLC23A3	chr12	123760188	123764188	chr2	219168095	219172095	0.763	0.79	0.4080753772346208	0.340729584492314	0.523	0.52
EP400	ZNF704	chr12	131947942	131951942	chr8	80872781	80876781	0.365	0.384	1.4608437404201784	1.4128098585663158	0.5535	0.552
ZMYM2	EMX2	chr13	19956677	19960677	chr10	117540445	117544445	0.482	0.499	1.3001801189263968	1.3033580773745796	0.58625	0.582
SACS	EMP1	chr13	23431763	23435763	chr12	13194723	13198723	0.644	0.629	0.9507483442628506	0.9634950519658322	0.44325	0.45225
KATNAL1	COLQ	chr13	30305551	30309551	chr3	15519751	15523751	0.885	0.902	1.1140201822265734	1.1202744279723904	0.46125	0.4605
BRCA2	BPIFB1	chr13	32313086	32317086	chr20	33271480	33275480	0.803	0.795	0.04729005768784314	0.01721775001842599	0.47225	0.47275
NBEA	STAT3	chr13	34940270	34944270	chr17	42386568	42390568	0.137	0.109	1.529920327549038	1.5890007093811116	0.498	0.4945
SETDB2	DCLRE1A	chr13	49442274	49446274	chr10	113852383	113856383	0.858	0.856	0.9272240335112799	0.9516060765139674	0.477	0.4755
INTS6	SMAD2	chr13	51452264	51456264	chr18	47929146	47933146	0.23	0.249	0.6112175755842044	0.7322650609090312	0.54725	0.546
PCDH9	SPTY2D1	chr13	67228445	67232445	chr11	18632791	18636791	0.409	0.453	1.0071607853082043	0.9724315004254301	0.45925	0.46075
CLN5	KCNE4	chr13	76988660	76992660	chr2	223050190	223054190	1.197	1.226	0.6189252177768775	0.6247254481460953	0.4935	0.48875
MYCBP2	SAR1A	chr13	77325094	77329094	chr10	70168523	70172523	0.243	0.243	1.5503836925923593	1.5353067815049046	0.4815	0.486
SPRY2	DGCR2	chr13	80339126	80343126	chr22	19120454	19124454	0.684	0.686	2.000958731796153	1.9405578206282024	0.571	0.571
SLITRK5	RASAL2	chr13	87669371	87673371	chr1	178092104	178096104	0.554	0.552	0.9087187243735649	0.912471823627707	0.492	0.49475
GPC6	RAPH1	chr13	93224807	93228807	chr2	203533335	203537335	0.384	0.378	0.39969102370537474	0.4547808540000922	0.50075	0.499
MYO16	POU6F2	chr13	108594152	108598152	chr7	38975909	38979909	0.577	0.592	0.5433925015118647	0.46708397257921785	0.38775	0.397
CHAMP1	MDM4	chr13	114312482	114316482	chr1	204514379	204518379	0.16	0.146	1.3208916352359557	1.3254951385642642	0.487	0.4875
SUPT16H	RBM25	chr14	21382019	21386019	chr14	73056532	73060532	0.245	0.198	1.936107909810049	1.974417731275268	0.46125	0.4615
CHD8	ARID1A	chr14	21454126	21458126	chr1	26691236	26695236	0.154	0.141	1.6067767800215882	1.5244597360682939	0.4785	0.47425
SLC7A7	CFAP69	chr14	22827820	22831820	chr7	90243174	90247174	1.007	1.0	0.6532096184691466	0.6294279491861102	0.461	0.4635
FOXG1	WDR48	chr14	28762329	28766329	chr3	39050013	39054013	0.36	0.335	1.4799422253814312	1.4635167359819092	0.44175	0.44525
ARHGAP5	SP2	chr14	32074114	32078114	chr17	47894150	47898150	0.295	0.314	1.4860973684181302	1.465379876818492	0.5105	0.51025
FBXO33	PARVA	chr14	39430466	39434466	chr11	12375563	12379563	0.683	0.679	1.2064588635479812	1.2250869073904096	0.511	0.51075
LRFN5	NOL9	chr14	41604876	41608876	chr1	6552513	6556513	0.629	0.628	1.087894944011183	1.1522975195216696	0.5515	0.554
PRPF39	ELMO2	chr14	45082107	45086107	chr20	46430985	46434985	0.481	0.486	1.9371315692605593	1.924886873124772	0.44125	0.43225
MDGA2	SLC4A1	chr14	47673605	47677605	chr17	44266141	44270141	0.362	0.407	0.40666108481163704	0.3488595487049411	0.5665	0.569
SOS2	NCAM2	chr14	50229578	50233578	chr21	20996409	21000409	0.415	0.413	1.3541411060877853	1.3117856375382315	0.49675	0.496
EXOC5	RAB3GAP2	chr14	57266905	57270905	chr1	220270529	220274529	0.48	0.535	1.2225031723842228	1.2235037285999575	0.43875	0.43675
KCNH5	AHR	chr14	63100037	63104037	chr7	16914359	16918359	0.555	0.606	0.6324329953102932	0.7579567569008479	0.39625	0.40425
ESR2	DMC1	chr14	64336112	64340112	chr22	38568204	38572204	1.002	0.99	0.2203929022728223	0.22886417974537604	0.4805	0.4765
GPHN	SFSWAP	chr14	66505407	66509407	chr12	131709081	131713081	0.24	0.24	1.6653192098460456	1.6754612092662322	0.52825	0.52725
ZFYVE26	PLSCR4	chr14	67814590	67818590	chr3	146249179	146253179	0.704	0.708	1.2296460121847292	1.2571479797133616	0.44925	0.446
ESRRB	ZNF750	chr14	76308712	76312712	chr17	82838022	82842022	0.56	0.554	0.13913889654427516	0.14822433308755847	0.47075	0.47125
VASH1	MAP3K6	chr14	76759468	76763468	chr1	27364961	27368961	0.856	0.855	1.5771573332621804	1.5911670438993817	0.58275	0.5835
IRF2BPL	TNRC18	chr14	77026708	77030708	chr7	5423414	5427414	0.544	0.556	1.7269243486373271	1.7047603323298401	0.61075	0.6045
NRXN3	TCERG1	chr14	78168373	78172373	chr5	146445311	146449311	0.319	0.323	1.909753876974245	1.8551598206813504	0.46325	0.45775
CCDC88C	SLC7A6	chr14	91415844	91419844	chr16	68262516	68266516	0.759	0.753	1.2091234368647052	1.2109709429801967	0.573	0.5725
YY1	CSK	chr14	100236298	100240298	chr15	74780080	74784080	0.2	0.222	1.6546019612984897	1.617048593382701	0.605	0.6115
DYNC1H1	FUS	chr14	101962573	101966573	chr16	31178138	31182138	0.117	0.104	2.1491297804898766	2.2420168774577927	0.537	0.54275
CDC42BPB	BHLHE40	chr14	103055549	103059549	chr3	4977437	4981437	0.235	0.219	1.895056059081373	1.8920517279137976	0.59575	0.593
NIPA1	EPS15	chr15	22771063	22775063	chr1	51517328	51521328	0.832	0.849	1.8275967010802998	1.8066764144497605	0.50025	0.507
NIPA2	MSH2	chr15	22836644	22840644	chr2	47401067	47405067	0.69	0.672	1.3248501659612109	1.3880763231053057	0.52275	0.5235
CYFIP1	CSNK2A2	chr15	22979063	22983063	chr16	58196106	58200106	0.44	0.424	1.2576281841883428	1.2726861495012605	0.55875	0.56175
TUBGCP5	ZNF569	chr15	23037572	23041572	chr19	37467275	37471275	0.843	0.865	0.9825154550046489	0.9732576605278369	0.535	0.53475
UBE3A	DCAF1	chr15	25437051	25441051	chr3	51498015	51502015	0.139	0.18	1.2529427920709961	1.3202480944144381	0.493	0.4975
ATP10A	DUOX1	chr15	25863184	25867184	chr15	45127933	45131933	0.877	0.89	0.8875739812386901	0.8747617864972755	0.56075	0.55575
GABRB3	FLT3	chr15	26937539	26941539	chr13	28098592	28102592	0.439	0.468	1.3516146689126851	1.371893161154846	0.4825	0.482
GABRG3	PPARG	chr15	26969181	26973181	chr3	12285368	12289368	0.6	0.628	0.5413732796278642	0.5767938404776483	0.54225	0.54925
APBA2	ATP6V0D1	chr15	28882483	28886483	chr16	67479181	67483181	0.524	0.513	2.17528561982605	2.1606425741946307	0.555	0.55975
FAN1	MIGA1	chr15	30888559	30892559	chr1	77777624	77781624	1.015	1.029	1.3323798767088575	1.3282021793147918	0.424	0.42475
TRPM1	PAQR9	chr15	31159160	31163160	chr3	142961674	142965674	0.839	0.824	0.21975449121347698	0.2636358319153015	0.56275	0.56475
OTUD7A	RNF8	chr15	31868789	31872789	chr6	37351979	37355979	0.216	0.222	1.2611652903037704	1.2862700468974497	0.50775	0.5065
CHRNA7	NOX4	chr15	31921438	31925438	chr11	89496187	89500187	1.064	1.018	0.14370474889698745	0.19087800508869346	0.34925	0.35075
MEIS2	BRPF3	chr15	37099299	37103299	chr6	36194744	36198744	0.255	0.256	1.511466238025179	1.508374826654212	0.52475	0.52575
THBS1	FGD5	chr15	39579079	39583079	chr3	14808853	14812853	0.301	0.3	0.43761740103367003	0.5524577086731631	0.56975	0.57575
C15orf62	JMJD4	chr15	40767980	40771980	chr1	227733411	227737411	1.37	1.343	1.121070453830489	1.1374996959036072	0.6015	0.59775
UBR1	YIPF5	chr15	43104113	43108113	chr5	144168714	144172714	0.47	0.464	1.2384275122524877	1.294155274655778	0.41825	0.41575
MAP1A	NPM1	chr15	43508958	43512958	chr5	171385116	171389116	0.277	0.313	2.3562324327431234	2.375736752135848	0.52275	0.522
TERB2	SLC25A52	chr15	44954687	44958687	chr18	31758880	31762880	1.089	1.117	0.0	0.015681332833328485	0.416	0.41425
FBN1	REST	chr15	48643721	48647721	chr4	56905876	56909876	0.105	0.16	0.697369724509646	0.7176455428320261	0.5625	0.56175
DMXL2	XPO5	chr15	51620833	51624833	chr6	43574038	43578038	0.36	0.39	1.3614955207569999	1.303453100956632	0.4885	0.4865
LEO1	TTC17	chr15	51969778	51973778	chr11	43356920	43360920	0.488	0.481	1.550600096788931	1.5891953509183028	0.46925	0.4675
MYO5C	SPG21	chr15	52293804	52297804	chr15	64988310	64992310	0.893	0.891	1.5203774025704115	1.5435142761917844	0.4855	0.48425
MYO5A	LSM14A	chr15	52527132	52531132	chr19	34170504	34174504	0.461	0.449	1.840672441663363	1.9085043204267031	0.53175	0.53525
CGNL1	TMEM97	chr15	57373967	57377967	chr17	28317200	28321200	1.086	1.083	1.101956611707508	1.0512104245182494	0.541	0.54
MYO1E	ADAM17	chr15	59370871	59374871	chr2	9554732	9558732	0.557	0.565	1.2355688445153081	1.2290236320452312	0.518	0.51675
HERC1	PSME3	chr15	63831948	63835948	chr17	42822385	42826385	0.33	0.342	1.5607182242127287	1.5199119580055467	0.497	0.49275
MEGF11	ZNF316	chr15	66251756	66255756	chr7	6635318	6639318	1.165	1.175	1.5809568911577243	1.593165289772517	0.6225	0.6245
ZWILCH	GOLGA6L9	chr15	66502959	66506959	chr15	82427816	82431816	1.061	1.084	0.7493690965197389	0.763799979652866	0.45325	0.45725
CLN6	CCNH	chr15	68255211	68259211	chr5	87411029	87415029	1.015	1.05	1.3982525881838823	1.348530715342345	0.41325	0.40625
ANP32A	DDX6	chr15	68818897	68822897	chr11	118789164	118793164	0.143	0.128	1.8856964247871681	1.8787543909625746	0.5635	0.56125
TLE3	TET3	chr15	70096176	70100176	chr2	73982910	73986910	0.276	0.213	1.0649107671924634	1.1270334904318928	0.6155	0.62775
CELF6	ERRFI1	chr15	72318157	72322157	chr1	8024309	8028309	1.082	1.088	1.5847201056804763	1.586455646234474	0.5335	0.5285
BBS4	UCHL3	chr15	72684186	72688186	chr13	75547483	75551483	0.953	0.943	1.1795833855139584	1.189885967433016	0.47675	0.475
NEO1	ZNF821	chr15	73049710	73053710	chr16	71893336	71897336	0.495	0.525	1.4779875314897306	1.4661615033753823	0.52575	0.528
CD276	FGFR4	chr15	73681966	73685966	chr5	177084905	177088905	0.888	0.884	0.9779895863371458	0.9756008976721765	0.57375	0.5735
SIN3A	NCOA2	chr15	75453842	75457842	chr8	70401808	70405808	0.14	0.211	1.1967121567199845	1.2565060780452997	0.59925	0.605
CIB2	TM6SF1	chr15	78129535	78133535	chr15	83105572	83109572	1.274	1.269	1.0980862254188877	1.063847301440115	0.56925	0.56875
ARNT2	VIM	chr15	80402350	80406350	chr10	17226241	17230241	0.498	0.542	2.108348498996003	2.0903215519499763	0.558	0.5565
AP3B2	DENND4B	chr15	82708112	82712112	chr1	153944718	153948718	0.52	0.527	1.9235491613460696	1.9463515402466955	0.5965	0.594
ZNF774	PLAC9	chr15	90350284	90354284	chr10	80129682	80133682	1.645	1.667	0.854383782665999	0.8583314303926631	0.49225	0.488
ST8SIA2	FAM83G	chr15	92391881	92395881	chr17	19002764	19006764	0.858	0.862	0.3382014201184364	0.3217019695007379	0.6075	0.607
CHD2	SLC4A4	chr15	92884203	92888203	chr4	71060667	71064667	0.174	0.329	1.5632460756253332	1.5347493276752309	0.304	0.3405
NPRL3	GTPBP1	chr16	136677	140677	chr22	38703742	38707742	0.653	0.631	1.6744119232869616	1.6564355359963523	0.5195	0.518
METTL26	TNFRSF6B	chr16	634366	638366	chr20	63694652	63698652	1.881	1.857	2.085026424028281	2.016577926578987	0.6625	0.66
CACNA1H	PRPSAP1	chr16	1151103	1155103	chr17	76382521	76386521	1.059	1.092	1.2999058908960783	1.2512925937861494	0.70925	0.695
MAPK8IP3	RHOA	chr16	1704166	1708166	chr3	49410998	49414998	0.407	0.433	2.6060899460603744	2.5854054521476244	0.562	0.561
TSC2	ATP2A2	chr16	2045967	2049967	chr12	110278756	110282756	0.203	0.205	2.1278366481939575	2.155065658150255	0.574	0.57475
TRAF7	RAPGEFL1	chr16	2153698	2157698	chr17	40175010	40179010	0.675	0.696	1.748584914839994	1.7940179456424339	0.586	0.584
CASKIN1	NACC2	chr16	2194605	2198605	chr9	136093289	136097289	0.614	0.57	1.8850036847330496	1.9401682124780468	0.66925	0.66675
SRRM2	RPL7	chr16	2750626	2754626	chr8	73293789	73297789	0.183	0.131	2.5810583212243525	2.605253315677866	0.5655	0.56325
CREBBP	KDM2A	chr16	3878713	3882713	chr11	67117263	67121263	0.101	0.057	1.6622401463553942	1.7819477137427406	0.61825	0.6175
ROGDI	NDUFB10	chr16	4800880	4804880	chr16	1957538	1961538	1.648	1.57	2.3434322282345943	2.2524015182894455	0.6015	0.60425
RBFOX1	MEPCE	chr16	5237802	5241802	chr7	100426322	100430322	0.311	0.333	1.7861222330785262	1.783709246163604	0.599	0.59925
ABAT	PEG3	chr16	8672596	8676596	chr19	56838728	56842728	0.871	0.868	1.9991235785945733	1.9983910021318507	0.543	0.541
USP7	SUPT6H	chr16	8973328	8977328	chr17	28660198	28664198	0.085	0.08	1.859908891401929	1.8018480684323603	0.4475	0.45325
GRIN2A	ZNF629	chr16	10181337	10185337	chr16	30785205	30789205	0.268	0.281	1.2542918233645897	1.294959762701305	0.579	0.5755
SYT17	FBXL17	chr16	19165971	19169971	chr5	108380098	108384098	0.665	0.678	1.1924587267315938	1.2219043357526032	0.575	0.579
PRKCB	DGCR8	chr16	23833983	23837983	chr22	20078221	20082221	0.241	0.27	2.00994779786479	1.908458209749847	0.5885	0.58475
CLN3	SBNO2	chr16	28493575	28497575	chr19	1172268	1176268	1.022	1.017	1.0596997051576427	1.1053568773087468	0.6005	0.6025
PRRT2	CBLN1	chr16	29809382	29813382	chr16	49279838	49283838	0.633	0.695	2.783481937580714	2.9109742604701654	0.6305	0.6425
SEZ6L2	RALGDS	chr16	29897550	29901550	chr9	133147334	133151334	0.586	0.589	2.287284297968481	2.2068339684002174	0.62825	0.61975
KCTD13	FAM20B	chr16	29924236	29928236	chr1	179023804	179027804	0.713	0.752	1.5391501484749406	1.4904922351216439	0.52825	0.52475
TAOK2	WASF2	chr16	29971868	29975868	chr1	27488167	27492167	0.459	0.464	1.7576586519774764	1.7142559737199734	0.52775	0.52175
MAPK3	KCTD17	chr16	30121506	30125506	chr22	37049739	37053739	0.935	0.928	2.0939397275477707	2.054586245428085	0.5845	0.5865
CORO1A	GARNL3	chr16	30180827	30184827	chr9	127222265	127226265	0.572	0.54	1.6965957527135906	1.6946516966615952	0.599	0.598
SRCAP	SNRPD3	chr16	30696209	30700209	chr22	24553958	24557958	0.223	0.198	1.7045048458161665	1.7462993985459099	0.544	0.5435
SETD1A	SEPHS1	chr16	30955294	30959294	chr10	13346298	13350298	0.279	0.254	1.5423510527977637	1.565048122628857	0.58275	0.5875
STX1B	RPS5	chr16	31008638	31012638	chr19	58384400	58388400	0.308	0.313	2.491714589803851	2.3725769517443087	0.58425	0.58225
BCKDK	TRIM11	chr16	31104107	31108107	chr1	228404835	228408835	0.855	0.89	1.594567117139524	1.6179800693572242	0.60125	0.596
GNAO1	SRSF3	chr16	56187660	56191660	chr6	36592353	36596353	0.105	0.145	1.9687565145969026	1.9362165713412884	0.4725	0.46675
CNOT1	YTHDF2	chr16	58627885	58631885	chr1	28734621	28738621	0.064	0.132	1.5328689870459749	1.4893874778119538	0.5125	0.521
CDH8	ATAD2B	chr16	62035035	62039035	chr2	23925123	23929123	0.369	0.376	0.8643556090333794	0.8489996591994085	0.51825	0.52075
CDH11	ETS1	chr16	65124112	65128112	chr11	128585558	128589558	0.249	0.393	0.8888593374884429	0.8694611309424368	0.4	0.406
CTCF	ARHGAP35	chr16	67560467	67564467	chr19	46858997	46862997	0.205	0.204	1.7197007773544515	1.6621749195860447	0.58625	0.58775
TERF2	INTS13	chr16	69406571	69410571	chr12	26936326	26940326	0.444	0.459	1.5114675755979048	1.4700648585438223	0.4555	0.45275
SF3B3	MAML1	chr16	70521791	70525791	chr5	179730822	179734822	0.285	0.299	1.5580217945294264	1.5142873635497789	0.4975	0.49875
HYDIN	CDK1	chr16	71228722	71232722	chr10	60776331	60780331	0.555	0.565	0.2163147777311703	0.2339723020163066	0.422	0.41825
CNTNAP4	SCG3	chr16	76275278	76279278	chr15	51679492	51683492	0.831	0.844	2.1768029186045483	2.2235037285999577	0.4005	0.3915
WWOX	TMEM223	chr16	78097400	78101400	chr11	62790006	62794006	1.82	1.781	1.1181919516862604	1.1378223398010818	0.5105	0.5165
CMIP	FAM193A	chr16	81442808	81446808	chr4	2534647	2538647	0.189	0.271	1.395128862132534	1.475286107828074	0.63025	0.63125
CDH13	RELL1	chr16	82624965	82628965	chr4	37684376	37688376	0.456	0.471	1.162507651816433	1.180822367620382	0.5325	0.53075
TAF1C	RASSF4	chr16	84185070	84189070	chr10	44957407	44961407	1.351	1.356	1.8446896112096416	1.8433953744283964	0.523	0.52225
SLC7A5	CDK5	chr16	87867507	87871507	chr7	151055897	151059897	0.609	0.584	1.8899820310273974	1.9254162684163914	0.595	0.5945
ANKRD11	PHF23	chr16	89488561	89492561	chr17	7237722	7241722	0.132	0.176	1.4230098158118314	1.3680859656108082	0.60025	0.5935
CHMP1A	MRPL12	chr16	89655738	89659738	chr17	81701367	81705367	1.045	1.048	1.8863372849540714	1.8786234636573125	0.60175	0.6045
YWHAE	DDX17	chr17	1398222	1402222	chr22	38505660	38509660	0.175	0.252	2.773245067425772	2.713575377636819	0.5425	0.5445
SMG6	DENND1A	chr17	2301785	2305785	chr9	123928152	123932152	0.555	0.593	1.1687507971866353	1.136558865388319	0.52975	0.53
MNT	RTN4RL1	chr17	2399104	2403104	chr17	2023334	2027334	0.619	0.626	1.1902168050788704	1.2911645330094845	0.6445	0.64775
P2RX5	CLCNKB	chr17	3694240	3698240	chr1	16038252	16042252	1.071	1.072	1.0862423416865636	1.047504612653636	0.578	0.579
CAMTA2	ACO2	chr17	4985675	4989675	chr22	41445830	41449830	0.512	0.489	2.199607097074088	2.2000374865608094	0.59075	0.59075
DLG4	CAMKV	chr17	7217836	7221836	chr3	49867935	49871935	0.151	0.202	2.383447315983558	2.432914800325537	0.5865	0.59725
NLGN2	GNB2	chr17	7402874	7406874	chr7	100671567	100675567	0.401	0.372	2.1991982434107133	2.1805272829134097	0.62125	0.6195
KDM6B	PAX6	chr17	7832217	7836217	chr11	31815961	31819961	0.211	0.226	1.6261514133095463	1.6213424870896942	0.62675	0.61325
CHD3	DNM2	chr17	7882796	7886796	chr19	10716055	10720055	0.257	0.239	1.8181176365129172	1.815379813691075	0.5635	0.56875
PER1	SSU72	chr17	8154506	8158506	chr1	1572863	1576863	0.839	0.825	1.8338556898887801	1.8146816732112387	0.54575	0.541
MYH10	PIAS4	chr17	8629376	8633376	chr19	4005736	4009736	0.249	0.249	1.6425851957909245	1.6641575893855518	0.58325	0.58725
MYH4	RD3L	chr17	10467559	10471559	chr14	103940561	103944561	0.936	0.903	0.008004226113148	0.010317048166402484	0.36125	0.3695
ZNF18	WDR12	chr17	11995475	11999475	chr2	203012798	203016798	0.93	0.902	0.8628210494325353	0.8741749779803886	0.45675	0.45825
NCOR1	TOX4	chr17	16216185	16220185	chr14	21474597	21478597	0.292	0.311	1.5260742251892365	1.5829696600576981	0.4485	0.45375
RAI1	TRAF3	chr17	17679458	17683458	chr14	102775449	102779449	0.129	0.321	1.4232802883623674	1.284690105029248	0.6375	0.62775
PHF12	ZNF592	chr17	28949771	28953771	chr15	84746592	84750592	0.115	0.212	1.3150420198818298	1.371215682042361	0.59125	0.587
TAOK1	KPNA3	chr17	29388363	29392363	chr13	49790682	49794682	0.216	0.214	1.335405742099986	1.4228212049767857	0.5305	0.5355
SLC6A4	FOXN4	chr17	30234002	30238002	chr12	109307284	109311284	0.421	0.435	0.1599303569551038	0.14825427756510365	0.5505	0.54375
RNF135	ZNF169	chr17	30968984	30972984	chr9	94257298	94261298	1.491	1.502	0.8104664093050954	0.818362496683982	0.511	0.51
NF1	ZBTB44	chr17	31092927	31096927	chr11	130312917	130316917	0.449	0.449	1.2567850732362689	1.2745896189676047	0.51475	0.51
PSMD11	DHX30	chr17	32442379	32446379	chr3	47800909	47804909	0.082	0.08	1.7178376991492506	1.8189177053959802	0.51425	0.53175
GGNBP2	UBE2R2	chr17	36542912	36546912	chr9	33815160	33819160	0.201	0.19	1.6868408577660206	1.6448884076368206	0.5595	0.56075
PPP1R1B	HPCA	chr17	39624740	39628740	chr1	32883994	32887994	0.591	0.557	3.0988997283708173	2.9171577246926037	0.624	0.6165
THRA	DAZAP2	chr17	40056290	40060290	chr12	51236724	51240724	0.439	0.457	2.240164702508994	2.2154630704681773	0.5165	0.509
NR1D1	SPTBN2	chr17	40098589	40102589	chr11	66742670	66746670	0.476	0.452	2.156667248835249	2.1892122987225218	0.565	0.57525
SLC25A39	MCRIP1	chr17	44322870	44326870	chr17	81831302	81835302	1.217	1.218	1.8748707110814422	1.799894438576364	0.62475	0.62525
GRN	ARPC5L	chr17	44343246	44347246	chr9	124860130	124864130	0.59	0.608	1.6892049357409147	1.7018217530030928	0.54175	0.54475
GFAP	MBP	chr17	44914937	44918937	chr18	77131683	77135683	0.991	0.677	3.9701059480204557	3.9799578933406656	0.5565	0.60225
KANSL1	RASA1	chr17	46223389	46227389	chr5	87265883	87269883	0.325	0.3	1.4965878870858016	1.5061043767263638	0.4845	0.48925
GOSR2	NEU3	chr17	46921075	46925075	chr11	74986279	74990279	1.27	1.273	1.036549453720081	1.0369632691592126	0.4295	0.434
ITGB3	EXOC3L2	chr17	47251827	47255827	chr19	45243407	45247407	0.685	0.687	0.191716707983495	0.17127701152845656	0.54	0.54
PNPO	MRPL53	chr17	47939506	47943506	chr2	74470687	74474687	1.481	1.481	1.2077555113819716	1.2284799207347137	0.51925	0.521
SLC35B1	TMEM245	chr17	49707014	49711014	chr9	109117947	109121947	0.927	0.913	1.5264723889277667	1.5131203391865475	0.4985	0.49825
DLX3	SPIB	chr17	49993224	49997224	chr19	50416938	50420938	0.559	0.57	0.06690186884968452	0.033253341897632745	0.60225	0.607
PDK2	TRAPPC1	chr17	50092737	50096737	chr17	7930123	7934123	0.92	0.929	2.1827284181242677	2.1362067179880952	0.5375	0.5425
PPP1R9B	CNTFR	chr17	50148677	50152677	chr9	34588140	34592140	0.461	0.547	2.2498560293971575	2.1403288831837988	0.66025	0.652
CACNA1G	PLXND1	chr17	50558715	50562715	chr3	129604676	129608676	0.406	0.401	1.5262979140409005	1.5382632329722128	0.67	0.68375
