chrom	start	end	gene	fixed_alu	category	width_kb	PLS_n	ELS_n	CTCF_n	active_all_n	alu_free
chrX	74923472	74927472	NEXMIF	0	HighConfNDD	4.0	1	7	0	8	True
chrX	77784233	77788233	ATRX	1	HighConfNDD	4.0	1	11	0	12	False
chrX	85241991	85245991	ZNF711	0	HighConfNDD	4.0	3	5	0	8	True
chrX	91777261	91781261	PCDH11X	0	HighConfNDD	4.0	1	3	0	5	True
chrX	100408273	100412273	PCDH19	0	HighConfNDD	4.0	2	8	0	11	True
chrX	101389011	101393011	RPL36A-HNRNPH2	1	HighConfNDD	4.0	3	4	0	7	False
chrX	101406222	101410222	HNRNPH2	1	HighConfNDD	4.0	2	6	0	8	False
chrX	104564199	104568199	IL1RAPL2	1	HighConfNDD	4.0	1	0	0	7	False
chrX	111663811	111667811	ALG13	2	HighConfNDD	4.0	0	1	0	1	False
chrX	116168744	116172744	AGTR2	0	HighConfNDD	4.0	1	2	0	4	True
chrX	119850998	119854998	UPF3B	4	HighConfNDD	4.0	2	2	0	5	False
chrX	120243267	120247267	RHOXF1	1	HighConfNDD	4.0	2	2	0	6	False
chrX	129521500	129525500	SMARCA1	0	HighConfNDD	4.0	1	7	0	9	True
chrX	133413489	133417489	GPC4	0	HighConfNDD	4.0	2	9	0	11	True
chrX	135971841	135975841	SLC9A6	1	HighConfNDD	4.0	3	5	0	8	False
chrX	141836316	141840316	MAGEC3	0	HighConfNDD	4.0	0	0	0	0	True
chrX	147909919	147913919	FMR1	0	HighConfNDD	4.0	2	6	0	8	True
chrX	148498617	148502617	AFF2	0	HighConfNDD	4.0	2	7	0	9	True
chrX	150896816	150900816	CD99L2	0	HighConfNDD	4.0	2	7	0	10	True
chrX	153685926	153689926	SLC6A8	0	HighConfNDD	4.0	2	10	0	12	True
chrX	154135103	154139103	MECP2	3	HighConfNDD	4.0	0	7	0	10	False
chrX	154387955	154391955	RPL10	3	HighConfNDD	4.0	0	1	0	1	False
chrX	154456281	154460281	PLXNA3	6	HighConfNDD	4.0	1	8	0	9	False
chrX	155262491	155266491	RAB39B	1	HighConfNDD	4.0	1	5	0	7	False
chrX	155717098	155721098	TMLHE	1	HighConfNDD	4.0	1	1	0	2	False
chrY	622344	626344	SHOX	0	HighConfNDD	4.0	0	0	0	0	True
chrY	1613059	1617059	ASMT	12	HighConfNDD	4.0	0	0	0	0	False
chrY	12535650	12539650	USP9Y	3	HighConfNDD	4.0	1	0	0	4	False
chrY	14520573	14524573	NLGN4Y	0	HighConfNDD	4.0	3	3	0	6	True
chr1	957309	961309	NOC2L	2	Housekeeping	4.0	2	8	0	10	False
chr1	1230031	1234031	SDF4	2	Housekeeping	4.0	1	9	0	10	False
chr1	1373207	1377207	AURKAIP1	1	Housekeeping	4.0	1	12	0	13	False
chr1	1397335	1401335	CCNL2	2	Housekeeping	4.0	2	9	0	11	False
chr1	1405293	1409293	MRPL20	9	Housekeeping	4.0	2	7	0	12	False
chr1	1572863	1576863	SSU72	5	Housekeeping	4.0	3	8	0	12	False
chr1	2389775	2393775	RER1	1	Housekeeping	4.0	2	9	0	11	False
chr1	3623015	3627015	TPRG1L	1	Housekeeping	4.0	1	8	0	9	False
chr1	3794498	3798498	LRRC47	5	Housekeeping	4.0	1	6	0	8	False
chr1	3898293	3902293	C1orf174	3	Housekeeping	4.0	1	10	0	11	False
chr1	6207389	6211389	RPL22	1	Housekeeping	4.0	0	9	0	11	False
chr1	6233972	6237972	ICMT	5	Housekeeping	4.0	2	3	0	5	False
chr1	6611731	6615731	PHF13	1	Housekeeping	4.0	3	10	0	13	False
chr1	6612607	6616607	KLHL21	1	Housekeeping	4.0	3	9	0	12	False
chr1	6699924	6703924	DNAJC11	3	Housekeeping	4.0	1	7	0	9	False
chr1	7769296	7773296	VAMP3	1	Housekeeping	4.0	1	7	0	8	False
chr1	7952291	7956291	PARK7	3	Housekeeping	4.0	0	5	0	7	False
chr1	8877190	8881190	ENO1	4	Housekeeping	4.0	1	12	0	13	False
chr1	11010344	11014344	TARDBP	5	Housekeeping	4.0	2	3	0	7	False
chr1	11058020	11062020	SRM	4	Housekeeping	4.0	1	9	0	10	False
chr1	11097869	11101869	EXOSC10	7	Housekeeping	4.0	2	4	0	8	False
chr1	11924428	11928428	KIAA2013	5	Housekeeping	4.0	1	8	0	9	False
chr1	11932205	11936205	PLOD1	8	Housekeeping	4.0	1	7	0	8	False
chr1	11978181	11982181	MFN2	4	Housekeeping	4.0	2	9	0	11	False
chr1	12017466	12021466	MIIP	10	Housekeeping	4.0	1	7	0	8	False
chr1	15974132	15978132	ZBTB17	6	Housekeeping	4.0	1	8	0	9	False
chr1	16350480	16354480	FBXO42	4	Housekeeping	4.0	1	6	0	8	False
chr1	17437677	17441677	RCC2	0	Housekeeping	4.0	2	10	0	12	True
chr1	19208266	19212266	UBR4	2	Housekeeping	4.0	1	10	0	11	False
chr1	19249805	19253805	MRTO4	5	Housekeeping	4.0	1	8	0	9	False
chr1	19310144	19314144	AKR7A2	1	Housekeeping	4.0	2	8	0	10	False
chr1	20506151	20510151	MUL1	4	Housekeeping	4.0	1	4	0	5	False
chr1	20785323	20789323	HP1BP3	4	Housekeeping	4.0	2	9	0	13	False
chr1	21781606	21785606	USP48	4	Housekeeping	4.0	3	9	0	12	False
chr1	23017443	23021443	KDM1A	4	Housekeeping	4.0	2	7	0	9	False
chr1	23689742	23693742	RPL11	4	Housekeeping	4.0	2	4	0	8	False
chr1	23776418	23780418	PITHD1	2	Housekeeping	4.0	1	9	0	10	False
chr1	23954839	23958839	PNRC2	4	Housekeeping	4.0	1	6	0	7	False
chr1	23978927	23982927	SRSF10	2	Housekeeping	4.0	1	9	0	10	False
chr1	24629716	24633716	SRRM1	6	Housekeeping	4.0	0	4	0	4	False
chr1	25230502	25234502	SYF2	4	Housekeeping	4.0	1	6	0	9	False
chr1	25336317	25340317	TMEM50A	1	Housekeeping	4.0	1	8	0	9	False
chr1	25816640	25820640	MTFR1L	1	Housekeeping	4.0	3	8	0	11	False
chr1	26167908	26171908	ZNF593	1	Housekeeping	4.0	4	8	0	12	False
chr1	26470440	26474440	HMGN2	1	Housekeeping	4.0	1	9	0	10	False
chr1	26888283	26892283	GPN2	4	Housekeeping	4.0	1	6	0	7	False
chr1	26898238	26902238	NUDC	6	Housekeeping	4.0	1	3	0	5	False
chr1	27771219	27775219	STX12	4	Housekeeping	4.0	2	6	0	8	False
chr1	27828782	27832782	PPP1R8	1	Housekeeping	4.0	2	7	0	10	False
chr1	27912746	27916746	RPA2	8	Housekeeping	4.0	1	5	0	8	False
chr1	28231029	28235029	DNAJC8	9	Housekeeping	4.0	1	5	0	6	False
chr1	28234109	28238109	ATP5IF1	4	Housekeeping	4.0	1	5	0	6	False
chr1	29179900	29183900	SRSF4	2	Housekeeping	4.0	2	9	0	11	False
chr1	31294982	31298982	ZCCHC17	2	Housekeeping	4.0	2	9	0	11	False
chr1	31642896	31646896	PEF1	0	Housekeeping	4.0	4	7	0	12	True
chr1	31942856	31946856	PTP4A2	3	Housekeeping	4.0	0	9	0	9	False
chr1	32011868	32015868	KHDRBS1	3	Housekeeping	4.0	2	6	0	8	False
chr1	32106056	32110056	KPNA6	6	Housekeeping	4.0	1	9	0	11	False
chr1	32219077	32223077	EIF3I	4	Housekeeping	4.0	4	5	0	9	False
chr1	32392731	32396731	BSDC1	4	Housekeeping	4.0	2	7	0	10	False
chr1	33078996	33082996	AK2	2	Housekeeping	4.0	2	7	0	9	False
chr1	34857755	34861755	SMIM12	2	Housekeeping	4.0	3	4	0	8	False
chr1	35191446	35195446	SFPQ	5	Housekeeping	4.0	1	9	0	10	False
chr1	35639526	35643526	PSMB2	5	Housekeeping	4.0	1	8	0	10	False
chr1	36154053	36158053	TRAPPC3	1	Housekeeping	4.0	3	9	0	12	False
chr1	36222432	36226432	THRAP3	3	Housekeeping	4.0	2	8	0	10	False
chr1	36395908	36399908	LSM10	6	Housekeeping	4.0	1	6	0	7	False
chr1	37593937	37597937	GNL2	2	Housekeeping	4.0	1	4	0	6	False
chr1	37988075	37992075	SF3A3	3	Housekeeping	4.0	1	7	0	8	False
chr1	38857772	38861772	RRAGC	4	Housekeeping	4.0	1	7	0	8	False
chr1	38989276	38993276	AKIRIN1	2	Housekeeping	4.0	1	11	0	12	False
chr1	39574790	39578790	PABPC4	3	Housekeeping	4.0	3	5	0	8	False
chr1	40038233	40042233	CAP1	2	Housekeeping	4.0	2	8	0	12	False
chr1	40256041	40260041	ZMPSTE24	4	Housekeeping	4.0	1	8	0	10	False
chr1	40689648	40693648	NFYC	1	Housekeeping	4.0	2	8	0	11	False
chr1	42656335	42660335	PPIH	1	Housekeeping	4.0	3	6	0	9	False
chr1	42680418	42684418	YBX1	0	Housekeeping	4.0	2	9	0	11	True
chr1	43268936	43272936	EBNA1BP2	1	Housekeeping	4.0	1	9	0	10	False
chr1	43944950	43948950	IPO13	1	Housekeeping	4.0	3	9	0	12	False
chr1	43972487	43976487	ATP6V0B	0	Housekeeping	4.0	2	7	0	9	True
chr1	44353260	44357260	ERI3	1	Housekeeping	4.0	2	5	0	7	False
chr1	44773251	44777251	RPS8	6	Housekeeping	4.0	4	6	0	10	False
chr1	45008950	45012950	UROD	0	Housekeeping	4.0	4	8	0	12	True
chr1	45548543	45552543	AKR1A1	7	Housekeeping	4.0	3	4	0	7	False
chr1	46301616	46305616	LRRC41	3	Housekeeping	4.0	2	10	0	12	False
chr1	46301698	46305698	UQCRH	3	Housekeeping	4.0	2	10	0	12	False
chr1	46671867	46675867	ATPAF1	1	Housekeeping	4.0	0	4	0	4	False
chr1	46717146	46721146	EFCAB14	1	Housekeeping	4.0	1	6	0	8	False
chr1	47331790	47335790	CMPK1	4	Housekeeping	4.0	1	7	0	9	False
chr1	51234273	51238273	RNF11	1	Housekeeping	4.0	3	9	0	12	False
chr1	52053772	52057772	TXNDC12	0	Housekeeping	4.0	3	6	0	10	True
chr1	52054199	52058199	BTF3L4	0	Housekeeping	4.0	3	7	0	11	True
chr1	52402602	52406602	PRPF38A	2	Housekeeping	4.0	1	5	0	7	False
chr1	52724453	52728453	ZYG11B	4	Housekeeping	4.0	1	7	0	8	False
chr1	53236518	53240518	MAGOH	6	Housekeeping	4.0	1	6	0	7	False
chr1	53944077	53948077	LRRC42	2	Housekeeping	4.0	3	11	0	14	False
chr1	54051504	54055504	TMEM59	1	Housekeeping	4.0	4	6	0	10	False
chr1	54182041	54186041	MRPL37	2	Housekeeping	4.0	0	1	0	1	False
chr1	65065754	65069754	JAK1	0	Housekeeping	4.0	1	11	0	12	True
chr1	65418587	65422587	LEPROT	0	Housekeeping	4.0	3	9	0	12	True
chr1	67428415	67432415	SERBP1	0	Housekeeping	4.0	2	8	0	10	True
chr1	71079289	71083289	ZRANB2	0	Housekeeping	4.0	3	5	0	8	True
chr1	75784197	75788197	RABGGTB	5	Housekeeping	4.0	2	9	0	12	False
chr1	77977110	77981110	FUBP1	2	Housekeeping	4.0	1	11	0	12	False
chr1	84477259	84481259	RPF1	2	Housekeeping	4.0	1	5	0	6	False
chr1	86702570	86706570	SH3GLB1	1	Housekeeping	4.0	3	9	0	13	False
chr1	86912424	86916424	SELENOF	0	Housekeeping	4.0	4	9	0	13	True
chr1	87326880	87330880	LMO4	0	Housekeeping	4.0	1	10	0	11	True
chr1	88889944	88893944	GTF2B	2	Housekeeping	4.0	1	9	0	10	False
chr1	92830013	92834013	RPL5	4	Housekeeping	4.0	1	8	0	9	False
chr1	100036095	100040095	MFSD14A	2	Housekeeping	4.0	1	9	0	10	False
chr1	108690310	108694310	PRPF38B	1	Housekeeping	4.0	1	7	0	8	False
chr1	108744674	108748674	STXBP3	3	Housekeeping	4.0	1	6	0	7	False
chr1	109088764	109092764	TMEM167B	4	Housekeeping	4.0	1	10	0	11	False
chr1	109424448	109428448	PSMA5	6	Housekeeping	4.0	2	8	0	10	False
chr1	109982765	109986765	AHCYL1	1	Housekeeping	4.0	1	11	0	13	False
chr1	110405942	110409942	LAMTOR5	4	Housekeeping	4.0	4	5	0	9	False
chr1	111540218	111544218	RAP1A	1	Housekeeping	4.0	1	4	0	5	False
chr1	112617805	112621805	CAPZA1	2	Housekeeping	4.0	3	7	0	10	False
chr1	112705434	112709434	RHOC	2	Housekeeping	4.0	3	7	0	10	False
chr1	113927324	113931324	HIPK1	1	Housekeeping	4.0	4	6	0	10	False
chr1	114579629	114583629	BCAS2	4	Housekeeping	4.0	2	4	0	7	False
chr1	117365449	117369449	MAN1A2	0	Housekeeping	4.0	2	13	0	15	True
chr1	145822053	145826053	POLR3C	3	Housekeeping	4.0	1	7	0	9	False
chr1	145962690	145966690	POLR3GL	3	Housekeeping	4.0	1	9	1	10	False
chr1	150319479	150323479	PRPF3	7	Housekeeping	4.0	1	6	0	7	False
chr1	150361091	150365091	RPRD2	4	Housekeeping	4.0	3	8	0	12	False
chr1	150627612	150631612	ENSA	5	Housekeeping	4.0	3	8	0	11	False
chr1	150874708	150878708	ARNT	4	Housekeeping	4.0	1	11	0	12	False
chr1	150973003	150977003	CERS2	3	Housekeeping	4.0	3	11	0	14	False
chr1	151068325	151072325	CDC42SE1	5	Housekeeping	4.0	1	8	0	9	False
chr1	151252709	151256709	PSMD4	10	Housekeeping	4.0	1	6	0	7	False
chr1	151397560	151401560	PSMB4	4	Housekeeping	4.0	2	8	0	10	False
chr1	151610006	151614006	SNX27	2	Housekeeping	4.0	2	8	0	10	False
chr1	151761496	151765496	MRPL9	1	Housekeeping	4.0	3	5	0	8	False
chr1	153534244	153538244	S100A6	1	Housekeeping	4.0	2	8	0	10	False
chr1	153631982	153635982	CHTOP	7	Housekeeping	4.0	2	7	0	9	False
chr1	153656703	153660703	SNAPIN	12	Housekeeping	4.0	1	6	0	8	False
chr1	153944718	153948718	DENND4B	0	Housekeeping	4.0	1	8	0	9	True
chr1	153966184	153970184	SLC39A1	4	Housekeeping	4.0	3	5	0	8	False
chr1	153975674	153979674	JTB	4	Housekeeping	4.0	1	7	0	10	False
chr1	153984358	153988358	RAB13	4	Housekeeping	4.0	2	10	0	12	False
chr1	153988762	153992762	RPS27	6	Housekeeping	4.0	1	9	0	11	False
chr1	154192648	154196648	TPM3	2	Housekeeping	4.0	0	7	0	7	False
chr1	154218637	154222637	C1orf43	0	Housekeeping	4.0	2	6	0	8	True
chr1	154557028	154561028	UBE2Q1	2	Housekeeping	4.0	0	8	0	8	False
chr1	154934719	154938719	PMVK	4	Housekeeping	4.0	3	6	0	10	False
chr1	155171475	155175475	KRTCAP2	1	Housekeeping	4.0	3	7	0	10	False
chr1	155260433	155264433	SCAMP3	1	Housekeeping	4.0	1	4	0	5	False
chr1	155932413	155936413	KHDC4	4	Housekeeping	4.0	2	7	0	9	False
chr1	156018951	156022951	SSR2	4	Housekeeping	4.0	2	5	0	8	False
chr1	156051798	156055798	UBQLN4	1	Housekeeping	4.0	2	9	0	11	False
chr1	156052782	156056782	LAMTOR2	1	Housekeeping	4.0	2	8	0	10	False
chr1	156210982	156214982	PMF1-BGLAP	4	Housekeeping	4.0	1	10	0	11	False
chr1	156210993	156214993	PMF1	4	Housekeeping	4.0	1	10	0	11	False
chr1	156599496	156603496	GPATCH4	5	Housekeeping	4.0	1	7	0	8	False
chr1	156739590	156743590	MRPL24	1	Housekeeping	4.0	1	9	0	10	False
chr1	156748610	156752610	PRCC	0	Housekeeping	4.0	2	8	0	10	True
chr1	160096943	160100943	IGSF8	0	Housekeeping	4.0	2	11	0	13	True
chr1	160203380	160207380	PEA15	1	Housekeeping	4.0	1	9	0	10	False
chr1	160341566	160345566	COPA	1	Housekeeping	4.0	1	9	0	10	False
chr1	161116055	161120055	PFDN2	4	Housekeeping	4.0	1	10	0	11	False
chr1	161175968	161179968	B4GALT3	3	Housekeeping	4.0	3	7	0	11	False
chr1	161764298	161768298	ATF6	3	Housekeeping	4.0	2	6	0	9	False
chr1	165629213	165633213	MGST3	0	Housekeeping	4.0	4	8	0	12	True
chr1	165696562	165700562	ALDH9A1	5	Housekeeping	4.0	2	8	0	10	False
chr1	167551805	167555805	CREG1	1	Housekeeping	4.0	2	5	0	8	False
chr1	167719192	167723192	MPZL1	2	Housekeeping	4.0	2	11	0	13	False
chr1	167935072	167939072	MPC2	0	Housekeeping	4.0	4	9	0	13	True
chr1	173475330	173479330	PRDX6	0	Housekeeping	4.0	2	7	0	9	True
chr1	175021425	175025425	MRPS14	1	Housekeeping	4.0	2	4	0	6	False
chr1	179023804	179027804	FAM20B	0	Housekeeping	4.0	1	10	0	11	True
chr1	179080070	179084070	TOR3A	2	Housekeeping	4.0	1	10	0	11	False
chr1	179880042	179884042	TOR1AIP1	1	Housekeeping	4.0	3	10	0	13	False
chr1	180152869	180156869	QSOX1	0	Housekeeping	4.0	1	10	0	11	True
chr1	186373838	186377838	ODR4	1	Housekeeping	4.0	2	8	0	10	False
chr1	193104114	193108114	GLRX2	2	Housekeeping	4.0	2	5	0	8	False
chr1	201169574	201173574	TMEM9	0	Housekeeping	4.0	1	9	0	10	True
chr1	201827149	201831149	IPO9	3	Housekeeping	4.0	2	7	0	9	False
chr1	201953503	201957503	TIMM17A	4	Housekeeping	4.0	1	4	0	6	False
chr1	202142743	202146743	ARL8A	2	Housekeeping	4.0	1	11	0	12	False
chr1	202956572	202960572	ADIPOR1	3	Housekeeping	4.0	1	9	0	10	False
chr1	202965275	202969275	CYB5R1	2	Housekeeping	4.0	1	10	0	11	False
chr1	203005374	203009374	TMEM183A	2	Housekeeping	4.0	1	9	0	10	False
chr1	203859599	203863599	SNRPE	5	Housekeeping	4.0	1	6	0	7	False
chr1	205748182	205752182	NUCKS1	1	Housekeeping	4.0	1	7	0	8	False
chr1	206610465	206614465	EIF2D	6	Housekeeping	4.0	1	3	0	4	False
chr1	206682905	206686905	MAPKAPK2	0	Housekeeping	4.0	1	9	0	10	True
chr1	211828763	211832763	LPGAT1	0	Housekeeping	4.0	5	7	0	12	True
chr1	212283410	212287410	PPP2R5A	1	Housekeeping	4.0	1	9	0	10	False
chr1	212430920	212434920	NENF	1	Housekeeping	4.0	1	7	0	8	False
chr1	222711210	222715210	AIDA	2	Housekeeping	4.0	2	10	0	12	False
chr1	225775813	225779813	SRP9	3	Housekeeping	4.0	1	6	0	7	False
chr1	226184741	226188741	ACBD3	4	Housekeeping	4.0	1	6	0	8	False
chr1	226406154	226410154	PARP1	4	Housekeeping	4.0	1	10	0	11	False
chr1	228137962	228141962	GUK1	5	Housekeeping	4.0	1	10	0	11	False
chr1	228485382	228489382	RNF187	3	Housekeeping	4.0	2	12	0	14	False
chr1	229269062	229273062	RAB4A	1	Housekeeping	4.0	1	7	0	8	False
chr1	229556707	229560707	ABCB10	3	Housekeeping	4.0	1	11	0	12	False
chr1	231526541	231530541	TSNAX	1	Housekeeping	4.0	3	8	0	11	False
chr1	231526653	231530653	TSNAX-DISC1	1	Housekeeping	4.0	3	8	0	11	False
chr1	234371456	234375456	COA6	2	Housekeeping	4.0	1	6	0	7	False
chr1	234608178	234612178	IRF2BP2	0	Housekeeping	4.0	3	10	0	13	True
chr1	235126837	235130837	TOMM20	4	Housekeeping	4.0	3	8	0	12	False
chr1	248836210	248840210	ZNF672	3	Housekeeping	4.0	1	8	0	9	False
chr10	929821	933821	LARP4B	1	Housekeeping	4.0	2	8	0	10	False
chr10	5840132	5844132	GDI2	5	Housekeeping	4.0	0	8	0	9	False
chr10	5888203	5892203	FBH1	1	Housekeeping	4.0	1	9	0	10	False
chr10	6087034	6091034	RBM17	0	Housekeeping	4.0	2	5	0	7	True
chr10	12193965	12197965	CDC123	4	Housekeeping	4.0	4	9	0	13	False
chr10	13097449	13101449	OPTN	3	Housekeeping	4.0	3	4	0	7	False
chr10	13584939	13588939	PRPF18	4	Housekeeping	4.0	2	4	0	8	False
chr10	14836306	14840306	HSPA14	2	Housekeeping	4.0	2	8	0	11	False
chr10	22001769	22005769	DNAJC1	1	Housekeeping	4.0	1	6	0	7	False
chr10	22314388	22318388	COMMD3-BMI1	0	Housekeeping	4.0	1	11	0	12	True
chr10	22319099	22323099	BMI1	0	Housekeeping	4.0	1	12	0	13	True
chr10	32054425	32058425	KIF5B	1	Housekeeping	4.0	2	9	0	11	False
chr10	42780795	42784795	BMS1	1	Housekeeping	4.0	1	4	0	6	False
chr10	43136445	43140445	CSGALNACT2	2	Housekeeping	4.0	1	8	0	9	False
chr10	43646881	43650881	ZNF32	3	Housekeeping	4.0	1	6	0	7	False
chr10	44998923	45002923	ZNF22	0	Housekeeping	4.0	1	5	0	7	True
chr10	62802720	62806720	ADO	1	Housekeeping	4.0	2	10	0	12	False
chr10	68329174	68333174	HNRNPH3	4	Housekeeping	4.0	4	10	0	14	False
chr10	68899286	68903286	DDX50	2	Housekeeping	4.0	1	9	0	10	False
chr10	69121512	69125512	VPS26A	3	Housekeeping	4.0	2	5	0	8	False
chr10	70168523	70172523	SAR1A	3	Housekeeping	4.0	1	7	0	9	False
chr10	70231911	70235911	PPA1	2	Housekeeping	4.0	1	9	0	10	False
chr10	70402145	70406145	EIF4EBP2	2	Housekeeping	4.0	1	9	0	10	False
chr10	70886565	70890565	PCBD1	0	Housekeeping	4.0	1	8	0	9	True
chr10	73245255	73249255	DNAJC9	1	Housekeeping	4.0	1	9	0	10	False
chr10	73250693	73254693	MRPS16	1	Housekeeping	4.0	3	4	0	8	False
chr10	73780047	73784047	CHCHD1	3	Housekeeping	4.0	1	9	0	10	False
chr10	74148842	74152842	AP3M1	3	Housekeeping	4.0	2	7	0	10	False
chr10	78031760	78035760	RPS24	5	Housekeeping	4.0	1	7	0	8	False
chr10	80203572	80207572	ANXA11	2	Housekeeping	4.0	2	10	0	12	False
chr10	84137482	84141482	GHITM	1	Housekeeping	4.0	3	7	0	10	False
chr10	91161012	91165012	PCGF5	0	Housekeeping	4.0	1	9	0	10	True
chr10	91796426	91800426	TNKS2	0	Housekeeping	4.0	1	11	0	12	True
chr10	96585452	96589452	TM9SF3	0	Housekeeping	4.0	1	8	0	9	True
chr10	97424191	97428191	PGAM1	4	Housekeeping	4.0	1	9	0	10	False
chr10	99620793	99624793	SLC25A28	3	Housekeeping	4.0	1	6	0	8	False
chr10	99700558	99704558	CUTC	3	Housekeeping	4.0	0	1	0	1	False
chr10	100284680	100288680	BLOC1S2	4	Housekeeping	4.0	3	8	0	11	False
chr10	100985515	100989515	MRPL43	0	Housekeeping	4.0	2	6	0	9	True
chr10	101693295	101697295	FBXW4	1	Housekeeping	4.0	3	6	0	9	False
chr10	101816465	101820465	OGA	3	Housekeeping	4.0	1	10	0	11	False
chr10	102243371	102247371	GBF1	1	Housekeeping	4.0	2	6	0	8	False
chr10	102430584	102434584	CUEDC2	4	Housekeeping	4.0	1	7	0	8	False
chr10	102500712	102504712	ACTR1A	2	Housekeeping	4.0	3	7	0	10	False
chr10	102852259	102856259	BORCS7	8	Housekeeping	4.0	2	3	0	5	False
chr10	102852272	102856272	BORCS7-ASMT	9	Housekeeping	4.0	2	3	0	5	False
chr10	104233356	104237356	GSTO1	1	Housekeeping	4.0	0	1	1	2	False
chr10	112445572	112449572	ZDHHC6	2	Housekeeping	4.0	3	4	0	7	False
chr10	118753249	118757249	CACUL1	2	Housekeeping	4.0	1	9	0	10	False
chr10	119078817	119082817	EIF3A	4	Housekeeping	4.0	1	11	0	12	False
chr10	119890556	119894556	MCMBP	3	Housekeeping	4.0	1	7	0	8	False
chr10	121926801	121930801	ATE1	2	Housekeeping	4.0	7	6	0	13	False
chr10	121973217	121977217	NSMCE4A	3	Housekeeping	4.0	2	8	0	10	False
chr10	123006812	123010812	IKZF5	0	Housekeeping	4.0	1	9	0	10	True
chr10	124940123	124944123	ZRANB1	3	Housekeeping	4.0	0	8	0	8	False
chr10	125821546	125825546	BCCIP	2	Housekeeping	4.0	3	7	0	10	False
chr10	130134391	130138391	GLRX3	2	Housekeeping	4.0	1	9	0	11	False
chr11	205399	209399	BET1L	1	Housekeeping	4.0	6	7	0	13	False
chr11	205708	209708	RIC8A	1	Housekeeping	4.0	6	7	0	13	False
chr11	446268	450268	PTDSS2	4	Housekeeping	4.0	1	9	0	10	False
chr11	745415	749415	TALDO1	3	Housekeeping	4.0	2	9	0	11	False
chr11	775488	779488	GATD1	3	Housekeeping	4.0	3	13	0	16	False
chr11	803438	807438	RPLP2	4	Housekeeping	4.0	3	7	0	10	False
chr11	840529	844529	POLR2L	3	Housekeeping	4.0	4	6	0	10	False
chr11	913058	917058	CHID1	9	Housekeeping	4.0	1	6	0	7	False
chr11	922881	926881	AP2A2	3	Housekeeping	4.0	1	9	0	10	False
chr11	1307654	1311654	TOLLIP	0	Housekeeping	4.0	1	11	0	12	True
chr11	1945278	1949278	MRPL23	0	Housekeeping	4.0	0	0	1	0	True
chr11	2374177	2378177	CD81	0	Housekeeping	4.0	2	9	0	11	True
chr11	2990377	2994377	NAP1L4	3	Housekeeping	4.0	1	12	0	14	False
chr11	3852527	3856527	STIM1	1	Housekeeping	4.0	4	6	0	10	False
chr11	6479501	6483501	TIMM10B	0	Housekeeping	4.0	2	7	0	10	True
chr11	6610539	6614539	TAF10	0	Housekeeping	4.0	1	10	0	11	True
chr11	6681340	6685340	MRPL17	2	Housekeeping	4.0	1	8	0	9	False
chr11	8680788	8684788	RPL27A	3	Housekeeping	4.0	4	7	0	11	False
chr11	9382652	9386652	IPO7	4	Housekeeping	4.0	1	7	0	8	False
chr11	10806940	10810940	EIF4G2	1	Housekeeping	4.0	4	5	0	9	False
chr11	10856796	10860796	ZBED5	1	Housekeeping	4.0	5	9	0	14	False
chr11	17075715	17079715	RPS13	6	Housekeeping	4.0	2	10	0	12	False
chr11	30321104	30325104	ARL14EP	0	Housekeeping	4.0	1	7	0	8	True
chr11	32089074	32093074	RCN1	2	Housekeeping	4.0	1	7	0	8	False
chr11	32581798	32585798	EIF3M	3	Housekeeping	4.0	1	9	0	10	False
chr11	33734479	33738479	CD59	3	Housekeeping	4.0	1	11	0	12	False
chr11	34103617	34107617	NAT10	2	Housekeeping	4.0	1	9	0	11	False
chr11	43309963	43313963	API5	5	Housekeeping	4.0	2	5	1	7	False
chr11	43678680	43682680	HSD17B12	2	Housekeeping	4.0	1	9	0	10	False
chr11	45845118	45849118	CRY2	0	Housekeeping	4.0	2	6	0	8	True
chr11	46698619	46702619	ARHGAP1	4	Housekeeping	4.0	2	4	0	6	False
chr11	46844308	46848308	CKAP5	5	Housekeeping	4.0	1	5	0	8	False
chr11	47175125	47179125	ARFGAP2	0	Housekeeping	4.0	1	10	0	11	True
chr11	47405132	47409132	SLC39A13	4	Housekeeping	4.0	3	5	0	8	False
chr11	47563336	47567336	NDUFS3	7	Housekeeping	4.0	2	6	0	9	False
chr11	47563569	47567569	CELF1	8	Housekeeping	4.0	2	6	0	9	False
chr11	47640607	47644607	MTCH2	5	Housekeeping	4.0	1	7	0	8	False
chr11	47765443	47769443	FNBP4	8	Housekeeping	4.0	1	9	0	10	False
chr11	57528803	57532803	TIMM10	1	Housekeeping	4.0	1	8	0	9	False
chr11	57710221	57714221	MED19	3	Housekeeping	4.0	1	7	0	8	False
chr11	57739491	57743491	SELENOH	3	Housekeeping	4.0	3	3	0	6	False
chr11	58577063	58581063	ZFP91	1	Housekeeping	4.0	2	9	0	11	False
chr11	58577172	58581172	ZFP91-CNTF	0	Housekeeping	4.0	2	9	0	11	True
chr11	59613774	59617774	OSBP	0	Housekeeping	4.0	2	7	0	9	True
chr11	59667037	59671037	PATL1	1	Housekeeping	4.0	2	10	0	12	False
chr11	59808778	59812778	MRPL16	3	Housekeeping	4.0	1	5	0	7	False
chr11	60904585	60908585	PRPF19	1	Housekeeping	4.0	1	5	0	6	False
